STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
720492,00151, 20131102,   50.1,24,   38.6,24, 9999.9, 0, 9999.9, 0,  10.0,24,   5.0,24,  17.1,  24.1,   65.1 ,  36.9 ,99.99 ,999.9, 010000,
720492,00151, 20131103,   31.7,24,   20.2,24, 9999.9, 0, 9999.9, 0,  10.0,24,   8.4,24,  13.0,  18.1,   36.3*,  25.7*, 0.00I,999.9, 000000,
720492,00151, 20131104,   27.6,24,   12.8,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.4,24,   7.0, 999.9,   36.9 ,  16.5 , 0.00I,999.9, 000000,
720492,00151, 20131105,   30.3,24,   17.5,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.8,24,  11.1,  17.1,   44.6 ,  16.5 , 0.00I,999.9, 000000,
720492,00151, 20131106,   40.8,24,   29.4,24, 9999.9, 0, 9999.9, 0,  10.0,24,   4.3,24,  12.0,  21.0,   55.4 ,  20.3 , 0.00I,999.9, 000000,
720492,00151, 20131107,   48.0,24,   40.1,24, 9999.9, 0, 9999.9, 0,   9.2,24,   8.6,24,  15.9,  26.0,   55.4 ,  30.0 ,99.99 ,999.9, 010000,
720492,00151, 20131108,   33.5,24,   24.2,24, 9999.9, 0, 9999.9, 0,  10.0,24,   7.3,24,  15.9,  25.1,   50.9 ,  30.2 ,99.99 ,999.9, 001000,
720492,00151, 20131109,   33.0,24,   19.6,24, 9999.9, 0, 9999.9, 0,  10.0,24,   6.6,24,  13.0,  22.9,   37.2 ,  30.2 , 0.00I,999.9, 000000,
720492,00151, 20131110,   34.3,24,   30.0,24, 9999.9, 0, 9999.9, 0,   6.5,24,   3.1,24,   7.0, 999.9,   41.2 ,  31.5 ,99.99 ,999.9, 011000,
720492,00151, 20131111,   34.5,24,   28.2,24, 9999.9, 0, 9999.9, 0,   9.5,24,   8.3,24,  19.0,  26.0,   41.2 ,  30.9 ,99.99 ,999.9, 011000,
720492,00151, 20131112,   28.6,24,   19.4,24, 9999.9, 0, 9999.9, 0,   8.8,24,   9.8,24,  20.0,  28.9,   38.7 ,  22.1 ,99.99 ,999.9, 011000,
720492,00151, 20131113,   22.0,24,   11.6,24, 9999.9, 0, 9999.9, 0,   8.6,24,   7.5,24,  13.0,  21.0,   32.0 ,  16.3 ,99.99 ,999.9, 001000,
720492,00151, 20131114,   30.0,22,   18.1,22, 9999.9, 0, 9999.9, 0,  10.0,22,   3.1,22,   7.0,  14.0,   42.1 ,  16.3 , 0.00I,999.9, 000000,
720492,00151, 20131115,   33.5,24,   21.9,24, 9999.9, 0, 9999.9, 0,   9.7,24,   1.2,24,   8.0, 999.9,   48.9 ,  23.7 , 0.00I,999.9, 000000,
720492,00151, 20131116,   38.2,24,   21.4,24, 9999.9, 0, 9999.9, 0,  10.0,24,   1.4,24,   5.1, 999.9,   54.5 ,  23.7 , 0.00I,999.9, 000000,
720492,00151, 20131117,   35.9,24,   28.5,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.8,24,   8.9,  17.1,   54.5 ,  26.6 ,99.99 ,999.9, 010000,
720492,00151, 20131118,   50.7,24,   42.3,24, 9999.9, 0, 9999.9, 0,   8.5,24,   7.8,24,  18.1,  26.0,   55.4*,  45.0*,99.99 ,999.9, 010000,
720492,00151, 20131119,   33.1,24,   21.1,24, 9999.9, 0, 9999.9, 0,   8.8,24,  12.0,24,  18.1,  27.0,   55.6 ,  27.1 ,99.99 ,999.9, 011000,
720492,00151, 20131120,   27.5,24,   12.2,24, 9999.9, 0, 9999.9, 0,   9.6,24,   7.7,24,  13.0,  20.0,   38.5 ,  23.5 ,99.99 ,999.9, 001000,
720492,00151, 20131121,   24.8,24,   11.9,24, 9999.9, 0, 9999.9, 0,  10.0,24,   1.0,24,   5.1, 999.9,   37.9 ,  14.5 , 0.00I,999.9, 000000,
720492,00151, 20131122,   30.1,24,   19.8,24, 9999.9, 0, 9999.9, 0,   6.6,24,   0.7,24,   5.1, 999.9,   37.9 ,  14.5 ,99.99 ,999.9, 111000,
720492,00151, 20131123,   30.3,24,   23.8,24, 9999.9, 0, 9999.9, 0,   7.3,24,   9.0,24,  21.0,  35.0,   35.6 ,  23.9 ,99.99 ,999.9, 111000,
720492,00151, 20131124,   17.1,24,    8.8,24, 9999.9, 0, 9999.9, 0,   5.0,24,  12.5,24,  25.1,  35.0,   35.6 ,  13.5 ,99.99 ,999.9, 001000,
720492,00151, 20131125,   13.1,24,   -2.0,24, 9999.9, 0, 9999.9, 0,  10.0,24,   7.6,24,  17.1,  28.0,   22.1 ,   6.6 , 0.00I,999.9, 000000,
720492,00151, 20131126,   26.7,24,   15.6,24, 9999.9, 0, 9999.9, 0,   9.7,24,   4.0,24,   7.0, 999.9,   31.5 ,   6.6 ,99.99 ,999.9, 001000,
720492,00151, 20131127,   34.2,24,   31.9,24, 9999.9, 0, 9999.9, 0,   3.5,24,   3.5,24,  11.1,  15.0,   42.1 ,  25.2 ,99.99 ,999.9, 011000,
720492,00151, 20131128,   22.3,24,   15.4,24, 9999.9, 0, 9999.9, 0,   5.5,24,  10.5,24,  22.9,  32.1,   42.1 ,  14.4 ,99.99 ,999.9, 001000,
720492,00151, 20131129,   13.3,24,    5.0,24, 9999.9, 0, 9999.9, 0,   9.7,24,   2.5,24,   7.0, 999.9,   30.2 ,   3.9 ,99.99 ,999.9, 001000,
720492,00151, 20131130,    9.1,24,    1.5,24, 9999.9, 0, 9999.9, 0,  10.0,24,   2.0,24,   9.9,  15.0,   22.6 ,  -1.8 , 0.00I,999.9, 000000,
720492,00151, 20131201,   27.2,24,   18.4,24, 9999.9, 0, 9999.9, 0,   8.3,24,   4.7,24,  15.0,  21.0,   32.5*,  21.9*,99.99 ,999.9, 011000,
720492,00151, 20131202,   29.6,24,   27.5,24, 9999.9, 0, 9999.9, 0,   2.4,24,   0.1,24,   2.9, 999.9,   32.9 ,  24.8 ,99.99 ,999.9, 111000,
720492,00151, 20131203,   32.2,23,   30.7,23, 9999.9, 0, 9999.9, 0,   1.0,23,   0.4,23,   5.1, 999.9,   32.9 ,  26.6 ,99.99 ,999.9, 110000,
720492,00151, 20131204,   32.0,24,   24.3,24, 9999.9, 0, 9999.9, 0,   9.7,24,   3.9,24,   8.0,  14.0,   35.6 ,  28.9 , 0.00I,999.9, 000000,
720492,00151, 20131205,   30.1,24,   26.0,24, 9999.9, 0, 9999.9, 0,   8.5,24,   3.2,24,  13.0,  18.1,   39.6 ,  21.9 ,99.99 ,999.9, 010000,
720492,00151, 20131206,   37.5,24,   33.1,24, 9999.9, 0, 9999.9, 0,   6.2,24,   5.5,24,  13.0,  22.0,   42.6 ,  21.9 ,99.99 ,999.9, 110000,
720492,00151, 20131207,   28.1,24,   14.7,24, 9999.9, 0, 9999.9, 0,  10.0,24,   6.8,24,  18.1,  26.0,   42.6 ,  20.7 , 0.00I,999.9, 000000,
720492,00151, 20131208,   19.8,24,    5.6,24, 9999.9, 0, 9999.9, 0,  10.0,24,   3.0,24,   8.9, 999.9,   31.5 ,  13.6 , 0.00I,999.9, 000000,
720492,00151, 20131209,   22.0,24,   15.8,24, 9999.9, 0, 9999.9, 0,   6.8,24,   3.0,24,   8.9,  15.9,   30.0 ,  13.6 ,99.99 ,999.9, 001000,
720492,00151, 20131210,   28.3,24,   20.5,24, 9999.9, 0, 9999.9, 0,   9.4,24,   4.9,24,  11.1,  15.9,   32.0 ,  17.1 ,99.99 ,999.9, 001000,
720492,00151, 20131211,   18.4,24,   10.6,24, 9999.9, 0, 9999.9, 0,   6.8,24,   4.7,24,  11.1,  20.0,   32.0 ,  11.1 ,99.99 ,999.9, 001000,
720492,00151, 20131212,    8.7,24,   -1.5,24, 9999.9, 0, 9999.9, 0,   9.1,24,   4.2,24,   8.9,  15.0,   22.8 ,   0.1 ,99.99 ,999.9, 001000,
720492,00151, 20131213,   11.2,24,    1.5,24, 9999.9, 0, 9999.9, 0,   7.5,24,   7.5,24,  15.9,  21.0,   14.9 ,   0.1 ,99.99 ,999.9, 001000,
720492,00151, 20131214,   -3.5,24,  -13.3,24, 9999.9, 0, 9999.9, 0,  10.0,24,   1.7,24,   9.9,  14.0,   14.9 , -13.4 , 0.00I,999.9, 000000,
720492,00151, 20131215,   14.7,24,    9.6,24, 9999.9, 0, 9999.9, 0,   3.5,23,   3.0,24,   9.9, 999.9,   21.6*,   4.8*,99.99 ,999.9, 001000,
720492,00151, 20131216,   11.8,24,    3.8,24, 9999.9, 0, 9999.9, 0,   7.0,24,   7.2,24,  13.0,  22.0,   19.9 ,  -3.1 ,99.99 ,999.9, 001000,
720492,00151, 20131217,   -7.3,24,  -14.8,24, 9999.9, 0, 9999.9, 0,   8.4,24,   0.7,24,   5.1, 999.9,   14.4 , -19.1 ,99.99 ,999.9, 001000,
720492,00151, 20131218,   12.7,24,    7.0,24, 9999.9, 0, 9999.9, 0,   7.7,24,   0.8,24,   8.9, 999.9,   24.8*,   5.0*,99.99 ,999.9, 001000,
720492,00151, 20131219,   23.7,24,   19.2,24, 9999.9, 0, 9999.9, 0,   7.7,24,   2.5,24,   7.0,  14.0,   31.8 ,   7.3 ,99.99 ,999.9, 001000,
720492,00151, 20131220,   31.3,24,   26.2,24, 9999.9, 0, 9999.9, 0,   7.2,24,   0.7,24,   4.1, 999.9,   34.2 ,  20.1 ,99.99 ,999.9, 011000,
720492,00151, 20131221,   38.0,24,   35.4,24, 9999.9, 0, 9999.9, 0,   4.4,24,   2.4,24,   8.0, 999.9,   44.1 ,  29.3 ,99.99 ,999.9, 110000,
720492,00151, 20131222,   33.7,24,   32.2,24, 9999.9, 0, 9999.9, 0,   1.5,24,   1.8,24,   7.0, 999.9,   44.1 ,  32.0 ,99.99 ,999.9, 111000,
720492,00151, 20131223,   35.4,24,   33.5,24, 9999.9, 0, 9999.9, 0,   2.5,24,   1.7,24,   6.0, 999.9,   38.3 ,  32.0 ,99.99 ,999.9, 110000,
720492,00151, 20131224,   21.9,24,   14.6,24, 9999.9, 0, 9999.9, 0,   8.8,24,   6.7,24,  18.1,  26.0,   37.0 ,   7.3 ,99.99 ,999.9, 001000,
720492,00151, 20131225,    4.5,24,   -5.5,24, 9999.9, 0, 9999.9, 0,   9.8,24,   3.3,24,  11.1,  15.0,   12.0*,  -3.3*, 0.00I,999.9, 000000,
720492,00151, 20131226,   15.4,24,    9.2,24, 9999.9, 0, 9999.9, 0,   5.6,24,   3.1,24,   8.9, 999.9,   23.5 ,  -3.3 ,99.99 ,999.9, 001000,
720492,00151, 20131227,   22.2,24,   17.9,24, 9999.9, 0, 9999.9, 0,   6.6,24,   2.4,24,  13.0,  17.1,   27.5 ,   9.1 ,99.99 ,999.9, 001000,
720492,00151, 20131228,   25.2,24,   20.3,24, 9999.9, 0, 9999.9, 0,   9.8,24,   2.9,24,   8.0, 999.9,   33.1 ,  18.0 ,99.99 ,999.9, 001000,
720492,00151, 20131229,   32.3,24,   27.9,24, 9999.9, 0, 9999.9, 0,   8.5,24,   2.0,24,   6.0, 999.9,   36.0 ,  18.0 ,99.99 ,999.9, 111000,
